参数名,参数英文名,类型,参数类型,接口名,接口类型,数据样例
最新值,,float64,输出参数,macro_china_real_estate,中国宏观数据,98.60
最高价,,float64,输出参数,macro_china_au_report,其他宏观数据,
月份,,object,输出参数,macro_china_qyspjg,中国宏观数据,2022年09月份
月份,,object,输出参数,macro_china_fdi,中国宏观数据,2008年01月份
月份,,object,输出参数,macro_china_shrzgm,贸易数据,201501
月份,,object,输出参数,macro_china_gyzjz,中国宏观数据,2008年02月份
月份,,object,输出参数,macro_china_new_financial_credit,中国宏观数据,2022年10月份
月份,,object,输出参数,macro_china_cpi,中国宏观数据,2022年10月份
月份,,object,输出参数,macro_china_ppi,其他宏观数据,2022年10月份
月份,,object,输出参数,macro_china_pmi,其他宏观数据,2022年10月份
月份,,object,输出参数,macro_china_gdzctz,中国宏观数据,2022年10月份
月份,,object,输出参数,macro_china_hgjck,中国宏观数据,2022年10月份
月份,,object,输出参数,macro_china_czsr,中国宏观数据,2008年01月份
月份,,object,输出参数,macro_china_whxd,其他宏观数据,2008年01月份
月份,,object,输出参数,macro_china_wbck,其他宏观数据,2022年10月份
月份,,object,输出参数,macro_china_xfzxx,其他宏观数据,2022年09月份
月份,,object,输出参数,macro_china_consumer_goods_retail,其他宏观数据,2022年10月份
月份,,object,输出参数,macro_china_fx_gold,中国宏观数据,2008年01月份
月份,,object,输出参数,macro_china_money_supply,中国宏观数据,2022年10月份
月份,,object,输出参数,macro_stock_finance,其他宏观数据,2023-05
月份,,object,输出参数,macro_rmb_loan,其他宏观数据,2023-04
月份,,object,输出参数,macro_rmb_deposit,其他宏观数据,2023-04
本地电话期末用户数,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
本地电话期末用户数同比增长,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
欧佩克产量,,float64,输出参数,macro_cons_opec_month,其他宏观数据,3302.9
欧元/人民币_中间价,_,float64,输出参数,macro_china_rmb,中国宏观数据,
欧元/人民币_涨跌幅,_,float64,输出参数,macro_china_rmb,中国宏观数据,
比重,,float64,输出参数,macro_china_international_tourism_fx,中国宏观数据,12.2
民航总周转量,,float64,输出参数,macro_china_society_traffic_volume,中国宏观数据,29.9
汇票,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
汇票同比增长,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
沙特,,float64,输出参数,macro_cons_opec_month,其他宏观数据,1044.3
油轮运价指数原油运价指数BDTI,BDTI,float64,输出参数,macro_china_freight_index,中国宏观数据,NaN
油轮运价指数成品油运价指数BCTI,BCTI,float64,输出参数,macro_china_freight_index,中国宏观数据,NaN
沿海主要港口货物吞吐量,,float64,输出参数,macro_china_society_traffic_volume,中国宏观数据,
沿海主要港口货物吞吐量同比增长,,float64,输出参数,macro_china_society_traffic_volume,中国宏观数据,
沿海六大电库存,,float64,输出参数,macro_china_daily_energy,中国宏观数据,1167.60
波罗的海好望角型船运价指数BCI,BCI,float64,输出参数,macro_china_freight_index,中国宏观数据,4328.0
波罗的海综合运价指数BDI,BDI,float64,输出参数,macro_china_freight_index,中国宏观数据,
波罗的海超级大灵便型船BSI指数,BSI,float64,输出参数,macro_china_freight_index,中国宏观数据,
活期存款,,float64,输出参数,macro_china_central_bank_balance,中国宏观数据,
活期存款,,float64,输出参数,macro_china_supply_of_money,中国宏观数据,
活期存款同比增长,,float64,输出参数,macro_china_supply_of_money,中国宏观数据,
流通中现金(M0),M0,float64,输出参数,macro_china_supply_of_money,中国宏观数据,
流通中现金(M0)同比增长,M0,float64,输出参数,macro_china_supply_of_money,中国宏观数据,
流通中的现金(M0)-同比增长,M0,float64,输出参数,macro_china_money_supply,中国宏观数据,14.30
流通中的现金(M0)-数量(亿元),M0,float64,输出参数,macro_china_money_supply,中国宏观数据,
流通中的现金(M0)-环比增长,M0,float64,输出参数,macro_china_money_supply,中国宏观数据,-0.258787
消息公布次日指数涨跌-上证,,float64,输出参数,macro_china_reserve_requirement_ratio,中国宏观数据,
消息公布次日指数涨跌-深证,,float64,输出参数,macro_china_reserve_requirement_ratio,中国宏观数据,
消费者信心指数-同比增长,,float64,输出参数,macro_china_xfzxx,其他宏观数据,
消费者信心指数-指数值,,float64,输出参数,macro_china_xfzxx,其他宏观数据,87.2
消费者信心指数-环比增长,,float64,输出参数,macro_china_xfzxx,其他宏观数据,
消费者满意指数-同比增长,,float64,输出参数,macro_china_xfzxx,其他宏观数据,
消费者满意指数-指数值,,float64,输出参数,macro_china_xfzxx,其他宏观数据,
消费者满意指数-环比增长,,float64,输出参数,macro_china_xfzxx,其他宏观数据,
消费者预期指数-同比增长,,float64,输出参数,macro_china_xfzxx,其他宏观数据,-28.995984
消费者预期指数-指数值,,float64,输出参数,macro_china_xfzxx,其他宏观数据,
消费者预期指数-环比增长,,float64,输出参数,macro_china_xfzxx,其他宏观数据,0.568828
涨跌,,float64,输出参数,macro_china_au_report,其他宏观数据,
涨跌幅,,float64,输出参数,macro_china_bank_financing,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_china_insurance_income,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_china_mobile_number,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_china_vegetable_basket,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_china_agricultural_product,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_china_agricultural_index,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_china_energy_index,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_china_commodity_price_index,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_global_sox_index,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_china_yw_electronic_index,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_china_construction_index,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_china_construction_price_index,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_china_lpi_index,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_china_bdti_index,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_china_bsi_index,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_shipping_bci,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_shipping_bdi,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_shipping_bpi,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_shipping_bcti,其他宏观数据,NaN
涨跌幅,,float64,输出参数,macro_china_real_estate,中国宏观数据,NaN
涨跌幅,,float64,输出参数,macro_china_au_report,其他宏观数据,
混合钻井_变化,_,float64,输出参数,macro_usa_rig_count,其他宏观数据,NaN
混合钻井_钻井数,_,float64,输出参数,macro_usa_rig_count,其他宏观数据,
港元/人民币_中间价,_,float64,输出参数,macro_china_rmb,中国宏观数据,
港元/人民币_涨跌幅,_,float64,输出参数,macro_china_rmb,中国宏观数据,
澳元-净仓位,,float64,输出参数,macro_usa_cftc_nc_holding,美国宏观数据,0.0
澳元-净仓位,,float64,输出参数,macro_usa_cftc_merchant_currency_holding,美国宏观数据,0.0
澳元/人民币_中间价,_,float64,输出参数,macro_china_rmb,中国宏观数据,
澳元/人民币_涨跌幅,_,float64,输出参数,macro_china_rmb,中国宏观数据,
灵便型船综合运价指数BHMI,BHMI,float64,输出参数,macro_china_freight_index,中国宏观数据,
煤油电-同比增长,,float64,输出参数,macro_china_qyspjg,中国宏观数据,-4.931973
煤油电-指数值,,float64,输出参数,macro_china_qyspjg,中国宏观数据,111.80
煤油电-环比增长,,float64,输出参数,macro_china_qyspjg,中国宏观数据,-2.272727
特快专递,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
特快专递同比增长,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
玉米-净仓位,,float64,输出参数,macro_usa_cftc_c_holding,美国宏观数据,29050.0
玉米-净仓位,,float64,输出参数,macro_usa_cftc_merchant_goods_holding,美国宏观数据,-25.0
环比增长,,float64,输出参数,macro_china_gdzctz,中国宏观数据,-7.84
环比增长,,float64,输出参数,macro_china_whxd,其他宏观数据,1789.29
环比增长,,float64,输出参数,macro_china_wbck,其他宏观数据,-110.068013
环比增长,,float64,输出参数,macro_china_consumer_goods_retail,其他宏观数据,6.692277
现值,,float64,输出参数,macro_china_hk_cpi,中国宏观数据,77.9
现值,,float64,输出参数,macro_china_hk_cpi_ratio,中国宏观数据,3.2
现值,,float64,输出参数,macro_china_hk_rate_of_unemployment,中国宏观数据,3.4
现值,,float64,输出参数,macro_china_hk_gbp,中国宏观数据,418762.0
现值,,float64,输出参数,macro_china_hk_gbp_ratio,中国宏观数据,9.7
现值,,float64,输出参数,macro_china_hk_building_volume,中国宏观数据,16984.0
现值,,float64,输出参数,macro_china_hk_building_amount,中国宏观数据,67774.0
现值,,float64,输出参数,macro_china_hk_trade_diff_ratio,中国宏观数据,-69.070295
现值,,float64,输出参数,macro_china_hk_ppi,中国宏观数据,5.9
现值,,float64,输出参数,macro_usa_cpi_yoy,美国宏观数据,4.3
现值,,float64,输出参数,macro_usa_phs,美国宏观数据,-5.9
现值,,float64,输出参数,macro_germany_ifo,其他宏观数据,97.9
现值,,float64,输出参数,macro_germany_cpi_monthly,其他宏观数据,-0.4
现值,,float64,输出参数,macro_germany_cpi_yearly,其他宏观数据,2.9
现值,,float64,输出参数,macro_germany_trade_adjusted,贸易数据,17.2
现值,,float64,输出参数,macro_germany_gdp,GDP相关,2.891346
现值,,float64,输出参数,macro_germany_retail_sale_monthly,其他宏观数据,4.4
现值,,float64,输出参数,macro_germany_retail_sale_yearly,其他宏观数据,3.9
现值,,float64,输出参数,macro_germany_zew,其他宏观数据,-41.6
现值,,float64,输出参数,macro_swiss_svme,其他宏观数据,62.2
现值,,float64,输出参数,macro_swiss_trade,贸易数据,1.980
现值,,float64,输出参数,macro_swiss_cpi_yearly,其他宏观数据,2.0
现值,,float64,输出参数,macro_swiss_gdp_quarterly,GDP相关,1.0
现值,,float64,输出参数,macro_swiss_gbd_yearly,GDP相关,3.6
现值,,float64,输出参数,macro_swiss_gbd_bank_rate,中国宏观数据,2.75
现值,,float64,输出参数,macro_japan_bank_rate,中国宏观数据,0.5
现值,,float64,输出参数,macro_japan_cpi_yearly,日本宏观数据,0.7
现值,,float64,输出参数,macro_japan_core_cpi_yearly,日本宏观数据,-0.1
现值,,float64,输出参数,macro_japan_unemployment_rate,日本宏观数据,3.9
现值,,float64,输出参数,macro_japan_head_indicator,日本宏观数据,102.1
现值,,float64,输出参数,macro_uk_halifax_monthly,其他宏观数据,-0.4
现值,,float64,输出参数,macro_uk_halifax_yearly,其他宏观数据,4.5
现值,,float64,输出参数,macro_uk_trade,贸易数据,-3750
现值,,float64,输出参数,macro_uk_bank_rate,中国宏观数据,5.50
现值,,float64,输出参数,macro_uk_core_cpi_yearly,其他宏观数据,1.3
现值,,float64,输出参数,macro_uk_core_cpi_monthly,其他宏观数据,-1.0
现值,,float64,输出参数,macro_uk_cpi_yearly,其他宏观数据,2.228682
现值,,float64,输出参数,macro_uk_cpi_monthly,其他宏观数据,-1.0
现值,,float64,输出参数,macro_uk_retail_monthly,其他宏观数据,0.8
现值,,float64,输出参数,macro_uk_retail_yearly,其他宏观数据,5.6
现值,,float64,输出参数,macro_uk_rightmove_yearly,其他宏观数据,3.4
现值,,float64,输出参数,macro_uk_rightmove_monthly,其他宏观数据,-0.8
现值,,float64,输出参数,macro_uk_gdp_quarterly,GDP相关,0.4
现值,,float64,输出参数,macro_uk_gdp_yearly,GDP相关,1.1
现值,,float64,输出参数,macro_uk_unemployment_rate,就业数据,5.21
现值,,float64,输出参数,macro_australia_retail_rate_monthly,其他宏观数据,-23.6
现值,,float64,输出参数,macro_australia_trade,贸易数据,-3854
现值,,float64,输出参数,macro_australia_unemployment_rate,就业数据,4.221168
现值,,float64,输出参数,macro_australia_ppi_quarterly,其他宏观数据,1.9
现值,,float64,输出参数,macro_australia_cpi_quarterly,其他宏观数据,1.3
现值,,float64,输出参数,macro_australia_cpi_yearly,其他宏观数据,4.3
现值,,float64,输出参数,macro_australia_bank_rate,中国宏观数据,7.00
现值,,float64,输出参数,macro_canada_new_house_rate,其他宏观数据,26.71
现值,,float64,输出参数,macro_canada_unemployment_rate,就业数据,NaN
现值,,float64,输出参数,macro_canada_trade,贸易数据,NaN
现值,,float64,输出参数,macro_canada_retail_rate_monthly,其他宏观数据,NaN
现值,,float64,输出参数,macro_canada_bank_rate,中国宏观数据,NaN
现值,,float64,输出参数,macro_canada_core_cpi_yearly,其他宏观数据,NaN
现值,,float64,输出参数,macro_canada_core_cpi_monthly,其他宏观数据,NaN
现值,,float64,输出参数,macro_canada_cpi_yearly,其他宏观数据,NaN
现值,,float64,输出参数,macro_canada_cpi_monthly,其他宏观数据,0.720367
现值,,float64,输出参数,macro_canada_gdp_monthly,GDP相关,NaN
瑞郎/人民币_中间价,_,float64,输出参数,macro_china_rmb,中国宏观数据,
瑞郎/人民币_涨跌幅,_,float64,输出参数,macro_china_rmb,中国宏观数据,
生效时间,,object,输出参数,macro_china_reserve_requirement_ratio,中国宏观数据,
电信业务总量,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
电信业务总量同比增长,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
省市地区,,object,输出参数,macro_china_insurance,中国宏观数据,新疆
矿产品-同比增长,,float64,输出参数,macro_china_qyspjg,中国宏观数据,
矿产品-指数值,,float64,输出参数,macro_china_qyspjg,中国宏观数据,
矿产品-环比增长,,float64,输出参数,macro_china_qyspjg,中国宏观数据,
社会融资规模增量,,float64,输出参数,macro_china_shrzgm,贸易数据,20516
科威特,,float64,输出参数,macro_cons_opec_month,其他宏观数据,
移动电话用户数,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
移动电话用户数同比增长,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
税收收入合计,,float64,输出参数,macro_china_national_tax_receipts,中国宏观数据,124365.00
第一产业-同比增长,,float64,输出参数,macro_china_gdp,中国宏观数据,
第一产业-绝对值,,float64,输出参数,macro_china_gdp,中国宏观数据,
第一产业用电量,,float64,输出参数,macro_china_society_electricity,中国宏观数据,
第一产业用电量同比,,float64,输出参数,macro_china_society_electricity,中国宏观数据,
第三产业-同比增长,,float64,输出参数,macro_china_gdp,中国宏观数据,15.6
第三产业-绝对值,,float64,输出参数,macro_china_gdp,中国宏观数据,145355.0
第三产业用电量,,float64,输出参数,macro_china_society_electricity,中国宏观数据,
第三产业用电量同比,,float64,输出参数,macro_china_society_electricity,中国宏观数据,
第二产业-同比增长,,float64,输出参数,macro_china_gdp,中国宏观数据,24.4
第二产业-绝对值,,float64,输出参数,macro_china_gdp,中国宏观数据,
第二产业用电量,,float64,输出参数,macro_china_society_electricity,中国宏观数据,
第二产业用电量同比,,float64,输出参数,macro_china_society_electricity,中国宏观数据,
累计,,float64,输出参数,macro_china_fdi,中国宏观数据,11200250
累计,,float64,输出参数,macro_china_new_financial_credit,中国宏观数据,183298.0
累计,,float64,输出参数,macro_china_ppi,其他宏观数据,105.2000
累计,,float64,输出参数,macro_china_czsr,中国宏观数据,7396.64
累计,,float64,输出参数,macro_china_whxd,其他宏观数据,2367.31
累计,,float64,输出参数,macro_china_wbck,其他宏观数据,2610227.88
累计,,float64,输出参数,macro_china_consumer_goods_retail,其他宏观数据,360575.0
累计-同比增长,,float64,输出参数,macro_china_fdi,中国宏观数据,109.78
累计-同比增长,,float64,输出参数,macro_china_new_financial_credit,中国宏观数据,4.127067
累计-同比增长,,float64,输出参数,macro_china_czsr,中国宏观数据,42.4
累计-同比增长,,float64,输出参数,macro_china_consumer_goods_retail,其他宏观数据,0.6
累计人民币贷款-同比,,object,输出参数,macro_rmb_loan,其他宏观数据,12.15%
累计人民币贷款-总额,,float64,输出参数,macro_rmb_loan,其他宏观数据,2261643.47
累计出口额-同比增长,,float64,输出参数,macro_china_hgjck,中国宏观数据,11.1
累计出口额-金额,,float64,输出参数,macro_china_hgjck,中国宏观数据,
累计增长,,float64,输出参数,macro_china_gyzjz,中国宏观数据,15.4
累计进口额-同比增长,,float64,输出参数,macro_china_hgjck,中国宏观数据,3.5
累计进口额-金额,,float64,输出参数,macro_china_hgjck,中国宏观数据,2.264551e+09
纽约原油-多头仓位,,float64,输出参数,macro_usa_cftc_c_holding,美国宏观数据,0.0
纽约原油-多头仓位,,float64,输出参数,macro_usa_cftc_merchant_goods_holding,美国宏观数据,0.0
统计对象,,object,输出参数,macro_china_society_traffic_volume,中国宏观数据,国际航线
统计年度,,object,输出参数,macro_china_international_tourism_fx,中国宏观数据,2019
统计年度,,object,输出参数,macro_china_passenger_load_factor,中国宏观数据,
统计时间,,object,输出参数,macro_china_society_electricity,中国宏观数据,2003.12
统计时间,,object,输出参数,macro_china_society_traffic_volume,中国宏观数据,2023.7
统计时间,,str,输出参数,macro_china_postal_telecommunicational,中国宏观数据,2023.7
统计时间,,object,输出参数,macro_china_central_bank_balance,中国宏观数据,2023.7
统计时间,,object,输出参数,macro_china_insurance,中国宏观数据,2023.7
统计时间,,object,输出参数,macro_china_supply_of_money,中国宏观数据,2020.8
统计时间,,object,输出参数,macro_china_foreign_exchange_gold,中国宏观数据,1978.12
统计月份,,object,输出参数,macro_china_retail_price_index,中国宏观数据,2020.8
美元-多头仓位,,float64,输出参数,macro_usa_cftc_nc_holding,美国宏观数据,0.0
美元-多头仓位,,float64,输出参数,macro_usa_cftc_merchant_currency_holding,美国宏观数据,0.0
美元/人民币_中间价,_,float64,输出参数,macro_china_rmb,中国宏观数据,6.3072
美元/人民币_涨跌幅,_,float64,输出参数,macro_china_rmb,中国宏观数据,0.0
美国国内原油总量-产量,,float64,输出参数,macro_usa_crude_inner,美国宏观数据,863.4
美国国内原油总量-变化,,float64,输出参数,macro_usa_crude_inner,美国宏观数据,
美国天然气钻井_变化,_,float64,输出参数,macro_usa_rig_count,其他宏观数据,NaN
美国天然气钻井_钻井数,_,float64,输出参数,macro_usa_rig_count,其他宏观数据,337.0
美国本土48州原油产量-产量,,float64,输出参数,macro_usa_crude_inner,美国宏观数据,
美国本土48州原油产量-变化,,float64,输出参数,macro_usa_crude_inner,美国宏观数据,
美国石油钻井_变化,_,float64,输出参数,macro_usa_rig_count,其他宏观数据,
美国石油钻井_钻井数,_,float64,输出参数,macro_usa_rig_count,其他宏观数据,
美国阿拉斯加州原油产量-产量,,float64,输出参数,macro_usa_crude_inner,美国宏观数据,0.0
美国阿拉斯加州原油产量-变化,,float64,输出参数,macro_usa_crude_inner,美国宏观数据,NaN
自年初累计,,float64,输出参数,macro_china_gdzctz,中国宏观数据,471459.00
自有资金,,float64,输出参数,macro_china_central_bank_balance,中国宏观数据,219.75
英镑/人民币_中间价,_,float64,输出参数,macro_china_rmb,中国宏观数据,
英镑/人民币_涨跌幅,_,float64,输出参数,macro_china_rmb,中国宏观数据,
融券余量,,float64,输出参数,macro_china_market_margin_sz,其他宏观数据,
融券余量,,int64,输出参数,macro_china_market_margin_sh,其他宏观数据,
融券余额,,float64,输出参数,macro_china_market_margin_sz,其他宏观数据,7.089500e+04
融券余额,,int64,输出参数,macro_china_market_margin_sh,其他宏观数据,24142
融券卖出量,,float64,输出参数,macro_china_market_margin_sz,其他宏观数据,
融券卖出量,,int64,输出参数,macro_china_market_margin_sh,其他宏观数据,
融资买入额,,float64,输出参数,macro_china_market_margin_sz,其他宏观数据,6.845690e+05
融资买入额,,int64,输出参数,macro_china_market_margin_sh,其他宏观数据,5866316
融资余额,,float64,输出参数,macro_china_market_margin_sz,其他宏观数据,
融资余额,,int64,输出参数,macro_china_market_margin_sh,其他宏观数据,
融资融券余额,,float64,输出参数,macro_china_market_margin_sz,其他宏观数据,7.416910e+05
融资融券余额,,int64,输出参数,macro_china_market_margin_sh,其他宏观数据,5848955
计划发行量,,float64,输出参数,macro_china_bond_public,中国宏观数据,15.0
计息方式,,object,输出参数,macro_china_bond_public,中国宏观数据,
订销报纸累计数,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
订销报纸累计数同比增长,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
订销杂志累计数,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
订销杂志累计数同比增长,,float,输出参数,macro_china_postal_telecommunicational,中国宏观数据,
财产险保费收入,,float64,输出参数,macro_china_insurance,中国宏观数据,
财产险保费赔付支出,,float64,输出参数,macro_china_insurance,中国宏观数据,
货币(M1)-同比增长,M1,float64,输出参数,macro_china_money_supply,中国宏观数据,
货币(M1)-数量(亿元),M1,float64,输出参数,macro_china_money_supply,中国宏观数据,
货币(M1)-环比增长,M1,float64,输出参数,macro_china_money_supply,中国宏观数据,
货币(狭义货币M1),M1,float64,输出参数,macro_china_supply_of_money,中国宏观数据,
货币(狭义货币M1)同比增长,M1,float64,输出参数,macro_china_supply_of_money,中国宏观数据,
货币和准货币(M2)-同比增长,M2,float64,输出参数,macro_china_money_supply,中国宏观数据,
货币和准货币(M2)-数量(亿元),M2,float64,输出参数,macro_china_money_supply,中国宏观数据,2612914.57
货币和准货币(M2)-环比增长,M2,float64,输出参数,macro_china_money_supply,中国宏观数据,
货币和准货币（广义货币M2）,M2,float64,输出参数,macro_china_supply_of_money,中国宏观数据,2136800.00
货币和准货币（广义货币M2）同比增长,M2,float64,输出参数,macro_china_supply_of_money,中国宏观数据,10.40
货币黄金,,float64,输出参数,macro_china_central_bank_balance,中国宏观数据,
货物周转量,,float64,输出参数,macro_china_society_traffic_volume,中国宏观数据,
货运量,,float64,输出参数,macro_china_society_traffic_volume,中国宏观数据,23.60
货运量同比增长,,float64,输出参数,macro_china_society_traffic_volume,中国宏观数据,
资产总额,,float64,输出参数,macro_china_insurance,中国宏观数据,NaN
载运率,,float64,输出参数,macro_china_passenger_load_factor,中国宏观数据,68.50
较上年同期,,float64,输出参数,macro_china_national_tax_receipts,中国宏观数据,-11.6
近1年涨跌幅,,float64,输出参数,macro_china_bank_financing,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_china_insurance_income,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_china_mobile_number,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_china_vegetable_basket,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_china_agricultural_product,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_china_agricultural_index,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_china_energy_index,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_china_commodity_price_index,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_global_sox_index,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_china_yw_electronic_index,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_china_construction_index,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_china_construction_price_index,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_china_lpi_index,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_china_bdti_index,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_china_bsi_index,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_shipping_bci,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_shipping_bdi,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_shipping_bpi,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_shipping_bcti,其他宏观数据,NaN
近1年涨跌幅,,float64,输出参数,macro_china_real_estate,中国宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_china_bank_financing,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_china_insurance_income,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_china_mobile_number,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_china_vegetable_basket,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_china_agricultural_product,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_china_agricultural_index,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_china_energy_index,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_china_commodity_price_index,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_global_sox_index,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_china_yw_electronic_index,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_china_construction_index,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_china_construction_price_index,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_china_lpi_index,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_china_bdti_index,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_china_bsi_index,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_shipping_bci,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_shipping_bdi,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_shipping_bpi,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_shipping_bcti,其他宏观数据,NaN
近2年涨跌幅,,float64,输出参数,macro_china_real_estate,中国宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_china_bank_financing,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_china_insurance_income,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_china_mobile_number,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_china_vegetable_basket,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_china_agricultural_product,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_china_agricultural_index,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_china_energy_index,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_china_commodity_price_index,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_global_sox_index,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_china_yw_electronic_index,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_china_construction_index,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_china_construction_price_index,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_china_lpi_index,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_china_bdti_index,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_china_bsi_index,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_shipping_bci,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_shipping_bdi,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_shipping_bpi,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_shipping_bcti,其他宏观数据,NaN
近3年涨跌幅,,float64,输出参数,macro_china_real_estate,中国宏观数据,NaN
近3月涨跌幅,,float64,输出参数,macro_china_bank_financing,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_china_insurance_income,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_china_mobile_number,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_china_vegetable_basket,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_china_agricultural_product,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_china_agricultural_index,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_china_energy_index,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_china_commodity_price_index,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_global_sox_index,其他宏观数据,
近3月涨跌幅,,float64,输出参数,macro_china_yw_electronic_index,其他宏观数据,NaN
